0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000013,0.000035,0.000075,0.000287,0.000563,0.000470,0.000566,0.000158,0.000158,0.000133,0.000068,0.000035,0.000035,0.000035,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000021,0.000063,0.000358,0.000998,0.000815,0.000981,0.001056,0.000309,0.000766,0.000351,0.000221,0.000393,0.000163,0.000129,0.000095,0.000043,0.000043,0.000043,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000
0.000021,0.000066,0.000665,0.001410,0.001111,0.001276,0.001649,0.000589,0.001170,0.000955,0.000552,0.000656,0.000523,0.000681,0.000274,0.000149,0.000063,0.000063,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000
0.000021,0.000205,0.001122,0.001625,0.001270,0.001404,0.001877,0.000944,0.001105,0.001954,0.001105,0.001416,0.000913,0.000825,0.000790,0.000272,0.000070,0.000063,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000
0.000120,0.000350,0.001702,0.001908,0.000986,0.001060,0.001270,0.001561,0.001042,0.001982,0.001337,0.001848,0.001275,0.001420,0.001010,0.000311,0.000387,0.000063,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000
0.000452,0.000797,0.001994,0.002657,0.001634,0.001261,0.001319,0.002097,0.001217,0.001721,0.001444,0.001269,0.001094,0.001110,0.001138,0.000192,0.000709,0.000042,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000
0.000623,0.001048,0.002045,0.002609,0.002339,0.001478,0.001806,0.002028,0.001404,0.001884,0.001507,0.001012,0.000864,0.000791,0.000738,0.000171,0.000450,0.000097,0.000022,0.000000,0.000000,0.000000,0.000000,0.000000
0.000759,0.001355,0.002703,0.002613,0.002252,0.001521,0.001768,0.002130,0.001449,0.001795,0.001442,0.000994,0.000820,0.000882,0.000838,0.000313,0.000378,0.000153,0.000022,0.000000,0.000000,0.000000,0.000000,0.000000
0.001015,0.001744,0.002886,0.002855,0.002621,0.001703,0.001832,0.002450,0.001525,0.001713,0.001358,0.001247,0.001154,0.000836,0.000819,0.000730,0.000333,0.000222,0.000097,0.000000,0.000000,0.000000,0.000000,0.000000
0.001169,0.002082,0.003037,0.002622,0.002706,0.002332,0.002123,0.002654,0.001948,0.002135,0.001411,0.001196,0.001099,0.001209,0.000830,0.000869,0.000404,0.000314,0.000160,0.000000,0.000000,0.000000,0.000000,0.000000
0.001357,0.002387,0.003284,0.002241,0.002159,0.002303,0.002061,0.002488,0.002026,0.002162,0.001410,0.001292,0.001081,0.001056,0.000735,0.001146,0.000828,0.000515,0.000741,0.000137,0.000053,0.000000,0.000000,0.000000
0.001541,0.002700,0.003576,0.002772,0.002325,0.002380,0.002293,0.002276,0.002114,0.001967,0.001402,0.001259,0.001001,0.000711,0.000535,0.001020,0.000825,0.000753,0.000517,0.000212,0.000091,0.000000,0.000000,0.000000
0.001631,0.002861,0.004178,0.002928,0.002334,0.002235,0.002286,0.002016,0.001897,0.002009,0.001737,0.001224,0.001105,0.000801,0.000484,0.001029,0.000922,0.001362,0.000277,0.000218,0.000109,0.000001,0.000000,0.000000
0.001717,0.002966,0.005124,0.003019,0.002257,0.002179,0.002638,0.002142,0.001824,0.002137,0.001724,0.001273,0.001442,0.000986,0.000693,0.001114,0.001131,0.001279,0.000146,0.000480,0.000062,0.000002,0.000000,0.000000
0.001834,0.003146,0.005164,0.003593,0.002300,0.002445,0.002629,0.002286,0.001939,0.002288,0.001620,0.001235,0.001519,0.001137,0.000713,0.001014,0.001015,0.001324,0.000139,0.000601,0.000029,0.000002,0.000000,0.000000
0.001919,0.003275,0.005195,0.003579,0.002432,0.002829,0.002537,0.002438,0.002070,0.002160,0.002055,0.001392,0.001780,0.001156,0.000755,0.000691,0.000628,0.001359,0.000427,0.000255,0.000029,0.000002,0.000000,0.000000
0.002081,0.003527,0.005613,0.003709,0.003039,0.002694,0.002462,0.002633,0.002390,0.002307,0.001987,0.001304,0.001263,0.000827,0.000882,0.000723,0.001133,0.001155,0.000370,0.000056,0.000029,0.000002,0.000000,0.000000
0.002318,0.003888,0.006058,0.003847,0.003004,0.002710,0.002379,0.002752,0.002545,0.002286,0.001563,0.001099,0.000816,0.000607,0.001033,0.000512,0.001018,0.000593,0.000165,0.000056,0.000029,0.000002,0.000000,0.000000
0.002337,0.003963,0.006121,0.003645,0.002604,0.002398,0.001922,0.002016,0.001769,0.001508,0.001098,0.000816,0.000488,0.000406,0.000513,0.000250,0.000424,0.000202,0.000100,0.000056,0.000029,0.000002,0.000000,0.000000
